Team Name,Player Name,Player Image URL
Everton,Jarrod Bowen,https://api.sofascore.app/api/v1/player/552884/image
Everton,Jesper Lindstrøm,https://api.sofascore.app/api/v1/player/947929/image
Everton,Iliman Ndiaye,https://api.sofascore.app/api/v1/player/914309/image
Everton,Armando Broja,https://api.sofascore.app/api/v1/player/996985/image
Everton,Dominic Calvert-Lewin,https://api.sofascore.app/api/v1/player/372344/image
Everton,Beto,https://api.sofascore.app/api/v1/player/987489/image
Everton,Youssef Chermiti,https://api.sofascore.app/api/v1/player/1145627/image
Everton,Abdoulaye Doucouré,https://api.sofascore.app/api/v1/player/96535/image
Everton,Idrissa Gueye,https://api.sofascore.app/api/v1/player/106337/image
Everton,Dwight McNeil,https://api.sofascore.app/api/v1/player/935543/image
Everton,James Garner,https://api.sofascore.app/api/v1/player/927361/image
Everton,Orel Mangala,https://api.sofascore.app/api/v1/player/793988/image
Everton,Jack Harrison,https://api.sofascore.app/api/v1/player/829570/image
Everton,Tim Iroegbunam,https://api.sofascore.app/api/v1/player/1085950/image
Everton,Harrison Armstrong,https://api.sofascore.app/api/v1/player/1627560/image
Everton,Owen Barker,https://api.sofascore.app/api/v1/player/1400676/image
Everton,Vitaliy Mykolenko,https://api.sofascore.app/api/v1/player/876643/image
Everton,Jarrad Branthwaite,https://api.sofascore.app/api/v1/player/979563/image
Everton,Ashley Young,https://api.sofascore.app/api/v1/player/10589/image
Everton,James Tarkowski,https://api.sofascore.app/api/v1/player/145188/image
Everton,Jake O'Brien,https://api.sofascore.app/api/v1/player/998253/image
Everton,Michael Keane,https://api.sofascore.app/api/v1/player/110846/image
Everton,Séamus Coleman,https://api.sofascore.app/api/v1/player/76632/image
Everton,Nathan Patterson,https://api.sofascore.app/api/v1/player/1020141/image
Everton,Roman Dixon,https://api.sofascore.app/api/v1/player/1415001/image
Everton,Jordan Pickford,https://api.sofascore.app/api/v1/player/138530/image
Everton,Asmir Begović,https://api.sofascore.app/api/v1/player/13918/image
Everton,João Virgínia,https://api.sofascore.app/api/v1/player/930666/image
